s mi,6845
nce.,20179
"ce.
",38592
(The,3888
The ,273898
he H,17763
e Ho,9737
 Hou,27891
Hous,27870
ouse,34130
use ,137512
e ro,16149
 ros,615
rose,3496
se a,50358
e an,209464
nd o,83913
d ob,4203
rved,4392
ved ,52497
nce),192
"ce)
",100
Mada,27116
adam,26922
dam ,30560
am P,25432
m Pr,26052
 Pre,166741
Pres,176940
resi,194692
esid,192268
side,258406
iden,224986
dent,199937
"ent,",188361
"nt, ",200409
"t, o",14626
on a,198791
a po,24711
 poi,62894
poin,71256
oint,85641
int ,49454
nt o,132259
t of,267261
of o,50942
f or,6695
 ord,42794
orde,61765
rder,63162
der.,3268
"er.
",46438
ll b,82838
l be,81355
 be ,445492
be a,86101
e aw,8026
 awa,26299
awar,18035
ware,17519
re f,31851
e fr,43610
 fro,155643
from,151493
rom ,153869
om t,73262
m th,88910
e pr,238441
 pre,158890
pres,130791
ress,100336
ess ,148608
ss a,19594
s an,358124
nd t,359972
d te,9345
 tel,14387
tele,5898
elev,10823
levi,3800
evis,9834
visi,38118
isio,71021
t th,665985
ther,404627
here,302699
re h,22909
e ha,158877
ve b,57367
e be,126590
 bee,137976
been,134791
een ,212637
en a,65837
of b,21444
f bo,3987
 bom,1914
bomb,1969
omb ,386
mb e,18
b ex,40
 exp,100955
expl,19249
xplo,7372
plos,790
losi,3714
osio,732
ions,365020
ons ,279132
ns a,75103
nd k,1774
d ki,518
 kil,4420
kill,6455
illi,39183
llin,26272
ling,59427
ings,46968
ngs ,35300
gs i,4087
s in,280182
in S,10193
n Sr,270
 Sri,587
Sri ,595
ri L,599
i La,1010
 Lan,2559
Lank,603
anka,615
nka.,96
"ka.
",246
One ,8756
ne o,37081
le a,42748
e as,46064
 ass,49622
assa,3615
ssas,551
sass,582
assi,22128
ssin,20472
sina,578
inat,46563
nate,30325
ated,92555
ed v,7738
d ve,7636
 ver,105197
very,145808
ery ,125403
ry r,10022
y re,57793
 rec,94204
rece,40586
ecen,23828
cent,53740
entl,70362
ntly,51346
tly ,76124
ly i,65208
y in,117896
nka ,295
ka w,111
a wa,9129
 was,122203
was ,111879
as M,5928
s Mr,7304
 Mr ,124197
Mr K,3482
r Ku,276
 Kum,16
Kuma,12
umar,19
mar ,463
ar P,284
r Po,3415
 Pon,112
Ponn,1
onna,462
nnam,13
namb,784
amba,513
mbal,1473
bala,16348
alam,243
"lam,",168
"am, ",2454
"m, w",5476
", wh",176751
 who,110946
who ,73767
ho h,14932
o ha,49503
 had,38560
had ,38347
ad v,484
d vi,4843
 vis,15461
isit,7894
site,8072
ited,39841
nt j,1485
t ju,12993
 jus,56526
just,63332
ust ,195577
st a,57007
t a ,72264
 a f,49963
a fe,13472
ew m,6134
w mo,4032
 mon,50670
mont,15566
onth,15437
nths,11407
ths ,9224
hs a,3230
s ag,27533
 ago,12569
ago.,2557
"go.
",3491
Woul,1097
ld i,13718
d it,48378
 it ,323831
it b,8466
t be,130061
e ap,31621
 app,120204
appr,61194
ppro,56487
prop,139688
ropr,17665
opri,17636
pria,17650
riat,19680
iate,37957
te f,15300
e fo,129575
or y,8418
r yo,9476
"you,",10722
"ou, ",11510
"u, M",4401
", Ma",4119
 Mad,15038
"t, t",59044
", to",64194
o wr,788
 wri,15378
writ,15674
rite,12140
ite ,41922
te a,46631
 a l,45207
a le,9319
 let,15445
lett,4241
ette,28408
tter,70328
ter ,130371
er t,172010
r to,80735
to t,342482
o th,338739
he S,44519
e Sr,139
nkan,141
kan ,953
n Pr,6683
nt e,12240
t ex,18587
expr,23876
xpre,23804
sing,97431
ng P,2904
g Pa,1635
ent',15008
nt's,12416
t's ,15363
's r,16311
s re,154005
 reg,150088
regr,8300
egre,13453
gret,8401
ret ,6355
et a,22102
t at,21006
 at ,169212
at h,41884
t hi,6465
 his,41263
is a,201212
he o,103665
e ot,26649
 oth,95984
othe,120329
her ,202077
er v,3456
r vi,6064
 vio,16707
viol,17185
iole,10653
olen,11541
lent,16197
nt d,17899
t de,40248
 dea,41737
deat,7419
eath,9264
aths,1970
hs i,921
ka a,376
a an,26175
nd u,17083
d ur,2954
 urg,17346
urgi,654
rgin,6074
ging,24968
ng h,20206
g he,6255
 her,55705
to d,83188
o do,33828
 do ,96685
do e,2137
o ev,5893
 eve,100994
ever,148008
eryt,8851
ryth,8851
ythi,14255
thin,158519
hing,101042
ng s,50383
g sh,2858
 she,10229
she ,7285
e po,90498
 pos,107331
poss,54831
ossi,56771
ssib,56954
sibl,67866
ibly,4634
bly ,19744
ly c,34840
y ca,26393
 can,167611
can ,124613
an t,37503
to s,132160
o se,33827
seek,11496
eek ,11722
ek a,2088
k a ,2317
a pe,8447
 pea,18235
peac,17842
eace,18676
acef,3887
cefu,4499
eful,22679
ful ,31104
ul r,1150
l re,56808
reco,47328
econ,114482
onci,6614
ncil,111801
cili,13986
ilia,10835
liat,5948
iati,67387
atio,744565
to a,151186
o a ,35049
 a v,34193
a ve,20129
ry d,13414
y di,22254
 dif,58041
diff,59193
iffi,24571
ffic,82980
ficu,24535
cult,67337
ult ,33037
lt s,1313
t si,14868
 sit,53821
situ,44197
itua,44851
tuat,45359
uati,51527
ion?,4134
"on?
",4368
"Yes,",1515
"es, ",149666
"s, M",4649
", Mr",43220
Mr E,1378
r Ev,269
 Eva,541
Evan,431
vans,547
"ans,",6792
"ns, ",61556
"s, I",14254
 I f,8295
I fe,5770
 fee,18564
feel,14049
eel ,11270
el a,7273
l an,76172
 an ,169819
an i,73508
n in,167877
 ini,27241
init,38305
niti,54417
itia,29532
tiat,53033
ativ,81724
ve o,33587
e ty,1809
 typ,8511
type,8187
ype ,4953
pe y,654
e yo,19172
ve j,4687
e ju,13359
st s,27470
t su,26792
 sug,12238
sugg,10219
ugge,10338
gges,12115
gest,17062
ed w,48294
d wo,18001
ld b,87596
d be,109512
be e,18832
e en,67045
 ent,38976
enti,160246
ntir,10719
tire,12664
irel,5069
rely,18939
ely ,115640
ly a,82056
y ap,8063
ate.,17239
"te.
",24722
If t,8486
 agr,103935
agre,86110
gree,101425
rees,2624
"ees,",2624
 sha,43223
shal,18441
hall,32895
ll d,12817
l do,7032
do a,4552
o as,22105
ans ,51242
ns h,9975
 has,232876
has ,229561
as s,38774
ted.,23973
"ed.
",95161
ke y,1361
your,34017
our ,227450
ur a,18210
r ad,4676
 adv,23644
advi,4849
dvic,1965
vice,37400
ice ,58206
e ab,42897
 abo,96707
abou,93432
bout,81908
out ,173233
ut R,194
t Ru,1205
 Rul,8228
Rule,9627
ule ,11924
le 1,7314
e 14,2039
 143,103
143 ,74
43 c,32
3 co,267
erni,19415
rnin,28274
ning,109732
ng i,92730
g in,58918
 ina,6361
inad,3131
nadm,382
admi,18216
dmis,1853
miss,254254
issi,253258
sibi,33055
ibil,42634
bili,86378
ilit,100936
lity,110386
ity.,33000
"ty.
",47424
My q,753
y qu,6672
 que,54090
stio,61982
on r,24787
n re,75781
 rel,74540
rela,59148
elat,51463
late,59097
ates,158304
tes ,120986
es t,165144
s to,301845
o so,19162
 som,84506
some,85305
omet,27037
meth,29356
ethi,22668
at w,142838
t wi,81258
ll c,28101
l co,70849
 com,317954
come,88418
ome ,130479
me u,4070
e up,12457
 up ,58239
up o,16386
p on,3493
on T,8159
n Th,2105
 Thu,2327
Thur,2300
hurs,2379
ursd,2288
rsda,2288
sday,4381
ay a,22415
y an,121457
nd w,93762
d wh,35733
 whi,327770
whic,308892
hich,309649
ich ,299826
ch I,14124
h I ,16712
I wi,20974
hen ,94835
en r,14382
n ra,5813
 rai,22122
rais,17565
aise,15044
ise ,64360
ain.,5760
"in.
",9492
he C,341412
e Cu,1322
 Cun,290
Cunh,266
unha,658
nha ,155
ha r,171
a re,57627
 rep,176594
repo,122691
epor,125620
port,420549
ort ,176325
rt o,62507
t on,93001
on m,32746
n mu,13175
 mul,9790
mult,10613
ulti,24551
ltia,1289
tian,7754
iann,1521
annu,7608
nnua,7649
nual,8789
ual ,47012
al g,12913
l gu,2004
 gui,11260
guid,9969
uida,1002
idan,1115
danc,8689
ance,142094
ce p,10912
 pro,569978
prog,60947
rogr,66590
ogra,48865
gram,43071
ramm,42530
amme,41655
mmes,13877
mes ,43085
es c,23337
omes,19598
es b,21637
s be,120175
 bef,26813
befo,26638
efor,117207
fore,114456
ore ,192922
re P,1303
e Pa,16546
nd c,73193
d co,78176
cont,141313
onta,19493
ntai,25215
tain,98364
ains,63282
ins ,16490
a pr,32846
ropo,108783
opos,101032
posa,72597
osal,72561
sal ,42710
al i,54397
l in,54165
in p,60270
n pa,38685
para,25035
arag,8058
ragr,7427
agra,7927
grap,13742
raph,13604
aph ,5803
ph 6,246
h 6 ,112
 6 t,117
6 th,335
at a,87999
a fo,10835
form,108237
orm ,31032
rm o,13192
m of,41926
of q,2861
f qu,3091
 quo,7844
quot,7247
uota,4486
ota ,1440
ta p,2009
 pen,13258
pena,6024
enal,6409
nalt,4538
alti,5164
ltie,8352
ties,113130
s sh,32822
be i,26640
 int,241340
intr,20375
ntro,44292
trod,19052
rodu,78580
oduc,78576
duce,41225
uced,14726
ced ,48616
ed f,66074
d fo,79819
or c,31985
r co,75186
es w,73078
s wh,117461
ch f,8675
h fa,2451
ail ,11239
il t,15916
l to,42909
o me,22309
 mee,24715
meet,24703
eet ,10493
et t,28713
thei,104577
heir,105984
eir ,105591
ir f,6011
r fl,1672
 fle,11967
flee,3136
leet,2639
et r,3554
t re,86796
 red,32754
redu,28517
educ,41937
duct,62324
ucti,48009
ctio,187678
n ta,16012
 tar,11823
targ,9973
arge,55659
rget,15489
gets,10672
ets ,21284
ts a,91978
 ann,13150
uall,24695
ally,155937
lly.,4750
"ly.
",26969
It s,6264
t sa,13351
 say,60617
says,4748
ays ,34933
ys t,5938
be d,26593
e do,47682
 don,25671
done,24845
one ,126193
ne d,3651
e de,129282
 des,39982
desp,9733
espi,9503
spit,12353
pite,11121
te t,70224
 pri,92311
prin,35098
rinc,31735
inci,38164
ncip,31767
cipl,31919
iple,30740
le o,51910
of r,39550
f re,32545
lati,143897
 sta,150018
stab,42004
tabi,18871
abil,37250
I be,31208
 bel,60732
beli,55404
elie,57434
liev,53808
ieve,83132
eve ,61567
ve t,161003
ity ,244762
ty i,35663
y is,41301
 is ,827904
a fu,9261
 fun,56819
fund,50565
unda,28284
ndam,20870
dame,20919
enta,104854
ntal,52909
tal ,70875
al l,25325
l le,17753
 leg,69248
lega,45755
egal,40678
gal ,36934
al p,92636
l pr,53238
comm,142561
ommo,38380
mmon,36649
mon ,35589
on f,61246
n fi,12327
 fis,25770
fish,23861
ishe,35090
sher,13998
heri,13586
es p,15046
s po,47830
 pol,164052
poli,160549
olic,103749
licy,77704
icy ,50015
cy a,24700
nd a,111507
al t,54331
o su,26769
subv,164
ubve,167
bver,154
vert,22726
ert ,5342
rt i,22314
t it,90692
it w,47811
t wo,43213
be l,7552
e le,45086
gall,4232
lly ,147408
ble.,19848
"le.
",37244
I wa,17606
 wan,49862
want,49947
nt t,124969
t to,185805
to k,9276
o kn,6111
 kno,49707
know,55528
now ,79420
ow w,14593
w wh,6550
 whe,121252
whet,24309
heth,24977
ethe,50546
r on,18929
 one,93459
ne c,8820
e ca,107978
an r,40313
an o,40370
n ob,7498
 obj,29982
obje,30030
ecti,198265
at k,1461
t ki,1665
 kin,12954
kind,13460
ind ,45922
o wh,20648
 wha,84657
what,87301
at i,162646
t is,317679
s me,22173
 mer,9874
mere,5581
erel,6584
y a ,27755
 a r,64809
"ort,",23363
"rt, ",28596
"t, n",5158
", no",29359
 not,368007
not ,368548
ot a,45753
legi,41033
egis,40211
gisl,35404
isla,38498
slat,38162
"sal,",4889
"al, ",27379
"l, a",12762
s so,35132
ng I,3010
g I ,1729
 I c,19109
I ca,18469
an c,34839
n co,84333
comp,145526
ompe,43793
mpet,39550
pete,9496
eten,10763
tent,61574
ly d,28620
y do,15743
do o,1401
o on,12284
day.,9953
"ay.
",19229
That,43320
s pr,87047
prec,21556
reci,18113
ecis,54302
cise,17424
isel,6725
sely,13596
e ti,33161
 tim,86372
ime ,66587
me w,17127
e wh,77868
when,55483
en y,6556
n yo,10795
ou m,4460
u ma,1521
 may,29740
"may,",942
"ay, ",31312
"y, i",23616
", if",18927
 if ,68418
if y,4176
f yo,13609
"ish,",2199
"sh, ",2726
"h, r",394
", ra",5515
se t,103500
is q,7040
s qu,13916
"ion,",149994
"on, ",164788
"n, i",21995
", i.",1675
 i.e,1869
i.e.,1900
.e. ,1816
e. o,69
. on,178
ay p,3056
y pr,36765
prio,22526
rior,24275
ior ,3670
star,21391
tart,20062
art ,49361
rese,97493
esen,67122
sent,91229
ntat,36377
tati,72203
he r,242066
ort.,23834
"rt.
",26325
"t, c",5175
", co",23824
 coi,2216
coin,2223
oinc,1063
ncid,4486
cidi,1301
idin,10655
ding,152774
ng w,52102
g wi,23376
 wit,389074
with,387259
ith ,325730
th t,141633
h th,192553
is y,8425
s ye,10653
ear',1276
ar' ,312
r' s,1319
 s f,657
s fi,16253
 fir,60953
firs,50367
irst,63277
rst ,49146
st p,26827
t pa,16286
"t, a",51919
", a ",32303
a da,3568
 dat,19159
date,23383
te h,6935
as b,63827
en s,26851
n se,22688
 set,35536
"set,",853
"et, ",16446
"t, u",2569
", un",12001
 unf,11921
unfo,8332
nfor,63167
fort,42302
ortu,50346
rtun,41559
tuna,14974
unat,14100
atel,28499
tely,44271
ly f,23580
y fo,49388
or n,12985
r ne,9199
xt T,94
t Th,412
"day,",15778
in T,4894
n Te,524
 Tex,94
Texa,55
exas,102
xas ,47
as i,39290
in A,13680
n Am,5216
 Ame,22690
Amer,10948
meri,12936
eric,12017
rica,26835
"ica,",2600
"ca, ",2786
"a, f",1498
he e,146006
e ex,66069
 exe,13933
exec,3335
xecu,3860
ecut,8124
cuti,5449
utio,129092
f a ,53738
 a y,3932
a yo,504
youn,10466
oung,10765
ung ,10559
ng 3,300
g 34,9
 34 ,392
34 y,14
4 ye,244
ear-,1006
ar-o,492
r-ol,422
-old,591
old ,19942
ld m,9065
d ma,27343
 man,88925
man ,60765
an w,13113
n wh,63482
 sen,30315
ente,41596
nten,36310
tenc,15147
nced,22515
o de,41316
ath.,877
th. ,295
h. W,80
. We,3937
 We ,5548
We s,13196
e sh,67329
l ca,9245
 cal,38331
call,71330
l hi,1269
 him,11150
him ,7190
im M,23
m Mr,1300
Mr H,3840
r Hi,159
 Hic,2
Hick,2
icks,463
cks.,1471
"ks.
",6510
At t,10977
est ,74859
st o,43784
 a F,812
a Fr,629
 Fre,9976
Fren,7256
renc,56573
ench,8896
nch ,9779
ch M,4708
h Me,4221
"ber,",6401
"er, ",136247
"r, M",8640
Mr Z,470
r Zi,110
 Zim,1777
Zime,21
imer,606
mera,849
eray,22
"ray,",50
"y, a",38099
 pet,2625
peti,30725
etit,31621
titi,33322
itio,133985
on h,46631
n ha,45052
s al,70800
 alr,35857
alre,35826
lrea,36047
eady,40171
ady ,39228
dy b,7844
y be,58688
en p,19901
n pr,62257
nted,43896
"d, w",20269
ch m,19822
h ma,8094
many,52367
any ,109872
ny p,9992
y pe,9415
e si,50894
 sig,33036
sign,41112
igne,9903
gned,8994
"d, i",24577
 inc,110963
incl,44077
nclu,67555
clud,53490
ludi,20248
udin,20237
ng m,31750
g my,2634
 mys,5586
myse,5294
ysel,5317
self,32601
elf.,3701
"lf.
",3938
Howe,33573
owev,61404
weve,61405
"ver,",65890
"r, I",13686
ld a,44685
d as,34468
 ask,34101
ask ,25751
sk y,4440
k yo,17970
"u, i",516
n ac,28583
 acc,108839
acco,46224
ccor,18175
cord,23209
orda,7215
rdan,6687
ce w,24638
e wi,136886
he l,92604
e li,38935
 lin,25054
line,40123
ine ,50140
ne w,18941
ch i,62039
h is,46564
is n,100101
s no,153276
 now,63965
ow c,8778
w co,7282
cons,143393
onst,49948
nsta,13194
stan,101598
tant,95369
antl,9333
 fol,26185
foll,26047
ollo,27909
llow,64389
lowe,15198
owed,11865
wed ,13771
ed b,119382
d by,113966
 by ,259378
by t,106868
t an,140577
nd b,29277
he w,93163
whol,21849
hole,22279
ole ,38008
an C,35415
n Co,39798
 Com,307720
Comm,311884
ommu,64380
mmun,66134
muni,66489
unit,82230
nity,68555
"ity,",30645
"ty, ",46131
"y, t",51229
 mak,86104
make,71057
ake ,126139
ke r,2204
repr,32919
epre,33828
"ons,",45887
"s, u",2614
", us",1572
 usi,7488
usin,30527
e we,63024
 wei,2545
weig,3119
eigh,15428
ight,184884
ght ,101395
ht o,12918
of y,8601
ur p,19750
r pr,38536
rest,72647
stig,7589
tigi,124
igio,5885
giou,3670
us o,14607
 off,38730
offi,13692
fice,19319
he i,147334
 ins,83709
inst,114576
nsti,58200
stit,59622
titu,65551
itut,57124
tuti,49961
on y,3321
ou r,2726
u re,2365
he P,43527
e Pr,23939
he G,28683
e Go,3080
 Gov,14799
Gove,15148
over,149727
vern,55014
erno,3335
rnor,427
nor ,8465
or o,24289
of T,3656
f Te,338
"xas,",15
"as, ",12517
Mr B,10506
r Bu,1431
 Bus,2010
Bush,1180
"ush,",171
"h, w",4347
as t,102452
 pow,23577
powe,24659
ower,30392
wer ,23350
o or,3150
der ,114744
er a,63873
r a ,49277
a st,23094
stay,2525
tay ,1673
ay o,14192
y of,115758
of e,49950
f ex,11785
n an,171442
to r,81856
o re,89209
epri,2045
prie,299
riev,309
cond,70052
onde,12384
ndem,7845
demn,6280
emne,1620
mned,1641
ed p,24783
d pe,13931
pers,34276
erso,21214
rson,21015
son.,1644
This,94924
is i,144459
s is,119895
ll i,21057
ples,19330
les ,53401
t we,128890
 we ,430986
we h,69769
e al,88968
 alw,16122
alwa,16167
lway,19315
ways,24178
ys u,281
s up,6507
 uph,2242
uphe,968
phel,600
held,9100
eld.,2307
"ld.
",10642
Than,8917
hank,42349
ank ,37856
nk y,13245
Mr S,9803
r Se,1115
 Seg,96
Segn,10
egni,10
"gni,",7
"ni, ",1531
"i, I",319
do s,9697
 so ,69263
so g,2990
o gl,792
 gla,4174
glad,3753
ladl,298
adly,4067
dly.,921
Inde,5318
ndee,16554
deed,17067
"eed,",9057
", it",65840
it i,125787
 qui,26210
quit,18407
uite,18809
te i,35633
in k,1393
n ke,1878
 kee,12298
keep,12284
eepi,4146
epin,4173
ping,29528
posi,63165
osit,57760
siti,67170
ns t,58182
is H,18147
s Ho,18232
se h,7939
ys a,6423
s ad,12427
 ado,41447
adop,41247
dopt,41494
opte,22703
pted,31672
"t, I",39155
o dr,7887
 dra,35147
draw,20397
raw ,11137
aw y,1352
w yo,2509
r at,11183
 att,46581
atte,69834
tten,26957
ntio,73969
 a c,89535
a ca,7273
 cas,44821
case,42917
se i,52989
in w,44443
ch t,50130
is P,11866
s Pa,18766
nt h,19280
t ha,98369
as c,23238
onsi,86799
nsis,13222
sist,30750
iste,43987
sten,18742
ly s,40884
y sh,15397
show,22487
hown,6058
own ,57568
wn a,6457
inte,172548
nter,157154
tere,42641
eres,38435
est.,4644
"st.
",14353
It i,71093
is t,167761
of A,15583
f Al,656
 Ale,680
Alex,479
lexa,441
exan,447
xand,439
ande,6943
nder,96832
er N,746
r Ni,902
 Nik,131
Niki,90
ikit,74
kiti,55
itin,20352
tin.,149
All ,7839
ll o,34374
l of,56098
of u,17801
f us,9523
 us ,65533
us h,4710
s he,16051
re a,139062
e ar,162931
 are,431684
re p,36055
e pl,25044
ased,39337
sed ,159194
ourt,20623
urts,1956
rts ,43178
ts h,12365
e ac,56031
 acq,4279
acqu,4884
cqui,4159
uitt,98
itte,80193
tted,14932
ed h,11880
d hi,7952
im a,2187
m an,23156
nd m,53857
 mad,52186
made,52057
ade ,72509
de i,15751
e it,63238
it c,24084
t cl,10244
 cle,58369
clea,69541
lear,75893
ar t,29154
in R,3532
n Ru,2596
 Rus,15966
Russ,17207
ussi,39575
ssia,17392
"sia,",3444
"ia, ",17839
"a, t",6084
 too,46692
"too,",7278
"oo, ",7377
"o, a",6609
", ac",6834
acce,63975
cces,47707
cess,123985
ss t,48323
to e,86880
o en,43487
